timestamp,subject,user,focus,origin,o_x,o_y,o_z,direction,d_x,d_y,d_z
36:56.4,LOCATION,user_Vokelaede,Danger672,"ORIGIN(x,y,z):",0.4445989,0.03489064,1.151367,"Direction(x,y,z):",-0.2376355,-0.3145782,-0.9190048
36:56.5,LOCATION,user_Vokelaede,Danger671,"ORIGIN(x,y,z):",0.4644077,0.03682272,1.153506,"Direction(x,y,z):",-0.07111153,-0.259262,-0.9631855
36:56.7,LOCATION,user_Vokelaede,Danger711,"ORIGIN(x,y,z):",0.464651,0.03707847,1.154272,"Direction(x,y,z):",-0.07326572,-0.2600647,-0.9628077
36:56.8,LOCATION,user_Vokelaede,paper661,"ORIGIN(x,y,z):",0.4643534,0.03715345,1.154596,"Direction(x,y,z):",-0.08172966,-0.2607073,-0.9619522
36:56.8,LOCATION,user_Vokelaede,Danger671,"ORIGIN(x,y,z):",0.4634269,0.03736329,1.155636,"Direction(x,y,z):",-0.1058144,-0.2627811,-0.9590357
36:57.0,LOCATION,user_Vokelaede,Danger672,"ORIGIN(x,y,z):",0.4586403,0.03966009,1.167558,"Direction(x,y,z):",-0.2998208,-0.2773399,-0.9127924
36:57.3,UserInteraction,UserHit,16,Danger670,,,,,,,
36:57.7,LOCATION,user_Vokelaede,Danger710,"ORIGIN(x,y,z):",0.4483308,0.0390403,1.170467,"Direction(x,y,z):",-0.3493512,-0.2910061,-0.8906567
36:58.4,LOCATION,user_Vokelaede,Trash709,"ORIGIN(x,y,z):",0.4391819,0.03442105,1.167802,"Direction(x,y,z):",-0.4366231,-0.3623777,-0.8234334
36:58.5,LOCATION,user_Vokelaede,wall 4,"ORIGIN(x,y,z):",0.4393184,0.03441957,1.167724,"Direction(x,y,z):",-0.4363293,-0.3620658,-0.8237263
36:58.5,LOCATION,user_Xoraegore,wall 4,"ORIGIN(x,y,z):",-0.9193652,-0.02662708,0.8387268,"Direction(x,y,z):",0.802573,-0.4848031,-0.3476242
36:58.5,LOCATION,user_Xoraegore,Trash708,"ORIGIN(x,y,z):",-0.9209039,-0.02624593,0.8409762,"Direction(x,y,z):",0.8037851,-0.4841932,-0.3456681
36:58.5,LOCATION,user_Xoraegore,wall 4,"ORIGIN(x,y,z):",-0.9224576,-0.02585289,0.8433484,"Direction(x,y,z):",0.8050863,-0.4835315,-0.3435599
36:58.5,LOCATION,user_Xoraegore,Trash708,"ORIGIN(x,y,z):",-0.9240721,-0.02547179,0.8458426,"Direction(x,y,z):",0.8065482,-0.4826383,-0.34138
36:58.6,LOCATION,user_Vokelaede,Danger710,"ORIGIN(x,y,z):",0.4391875,0.03446648,1.167678,"Direction(x,y,z):",-0.4292439,-0.3554121,-0.8303204
36:59.2,LOCATION,user_Vokelaede,Danger672,"ORIGIN(x,y,z):",0.4429566,0.03538583,1.16673,"Direction(x,y,z):",-0.3828852,-0.3091985,-0.8705143
36:59.6,LOCATION,user_Vokelaede,Danger710,"ORIGIN(x,y,z):",0.4513257,0.03598247,1.165785,"Direction(x,y,z):",-0.3387067,-0.2771559,-0.8991453
36:59.7,LOCATION,user_Vokelaede,wall 4,"ORIGIN(x,y,z):",0.4574247,0.035962,1.163986,"Direction(x,y,z):",-0.3345657,-0.268296,-0.9033731
37:00.2,LOCATION,user_Vokelaede,paper661,"ORIGIN(x,y,z):",0.6114505,0.03092904,1.070864,"Direction(x,y,z):",-0.3482942,-0.3525836,-0.8685481
37:00.4,LOCATION,user_Xoraegore,wall 4,"ORIGIN(x,y,z):",-0.96439,-0.01031664,1.043993,"Direction(x,y,z):",0.834105,-0.5455076,-0.08179354
37:00.4,LOCATION,user_Xoraegore,Trash708,"ORIGIN(x,y,z):",-0.9650111,-0.01040033,1.044335,"Direction(x,y,z):",0.83514,-0.5443441,-0.07893421
37:00.9,LOCATION,user_Xoraegore,Trash667,"ORIGIN(x,y,z):",-1.121852,-0.03050557,1.078937,"Direction(x,y,z):",0.7070749,-0.6046783,-0.3666185
37:00.9,LOCATION,user_Vokelaede,Danger711,"ORIGIN(x,y,z):",0.5965206,0.03764103,1.044178,"Direction(x,y,z):",-0.2159062,-0.3441444,-0.9137554
37:01.0,LOCATION,user_Xoraegore,wall 4,"ORIGIN(x,y,z):",-1.123293,-0.0304917,1.079143,"Direction(x,y,z):",0.7053281,-0.6051409,-0.3692109
37:01.5,LOCATION,user_Xoraegore,floor,"ORIGIN(x,y,z):",-1.156948,-0.02614513,1.077768,"Direction(x,y,z):",0.5377238,-0.6199642,-0.5713996
37:01.7,LOCATION,user_Xoraegore,Trash667,"ORIGIN(x,y,z):",-1.232594,-0.01325721,1.042892,"Direction(x,y,z):",0.06794545,-0.5886746,-0.8055096
37:02.0,LOCATION,user_Xoraegore,floor,"ORIGIN(x,y,z):",-1.234109,-0.01269182,1.039928,"Direction(x,y,z):",0.03876185,-0.6070282,-0.7937343
37:02.2,LOCATION,user_Xoraegore,glass,"ORIGIN(x,y,z):",-1.234037,-0.01295494,1.027689,"Direction(x,y,z):",0.2479482,-0.6497134,-0.7186057
37:02.2,Object,LeftoverObject,200,floor,,,,,,,
37:02.4,LOCATION,user_Vokelaede,wall 4,"ORIGIN(x,y,z):",0.5529588,0.03499424,1.063947,"Direction(x,y,z):",-0.2546064,-0.4071769,-0.8771445
