12:36:51.072	LOCATION	user_Dacojyli	rotation_parent	ORIGIN(x,y,z):	-0.009492211	-0.05587628	0.0315278	Direction(x,y,z):	0.3307372	-0.3784911	0.8644983
12:36:51.908	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-0.009492211	-0.05587628	0.0315278	Direction(x,y,z):	0.3307372	-0.3784911	0.8644983
12:36:55.556	LOCATION	user_Dacojyli	metal	ORIGIN(x,y,z):	-0.5096399	0.05577458	0.69127	Direction(x,y,z):	0.8564395	-0.4273491	-0.2896276
12:36:56.033	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-0.5120945	0.05201088	0.6913978	Direction(x,y,z):	0.8222145	-0.5032144	-0.2659672
12:36:56.910	LOCATION	user_Dacojyli	glass	ORIGIN(x,y,z):	-0.5237106	0.05028388	0.6596496	Direction(x,y,z):	0.8308727	-0.4842072	-0.2742155
12:36:57.188	LOCATION	user_Dacojyli	metal	ORIGIN(x,y,z):	-0.5285903	0.05780737	0.6652345	Direction(x,y,z):	0.8527293	-0.4669934	-0.2340296
12:36:59.080	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-0.5224789	0.06181535	0.6742877	Direction(x,y,z):	0.8069807	-0.5013818	-0.3120873
12:36:59.581	LOCATION	user_Dacojyli	glass	ORIGIN(x,y,z):	-0.5242985	0.0647049	0.6788818	Direction(x,y,z):	0.8330379	-0.4962382	-0.2445312
12:36:59.641	LOCATION	user_Dacojyli	metal	ORIGIN(x,y,z):	-0.5203427	0.06230356	0.675768	Direction(x,y,z):	0.8862692	-0.4265703	-0.1804574
12:37:01.055	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-0.5187303	0.0692292	0.6938084	Direction(x,y,z):	0.9135777	-0.3850106	-0.1309301
12:37:01.614	LOCATION	user_Dacojyli	plastic	ORIGIN(x,y,z):	-0.5344608	0.07551853	0.7233055	Direction(x,y,z):	0.7887921	-0.4007507	0.4660535
12:37:01.793	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-0.5357756	0.07586107	0.7225046	Direction(x,y,z):	0.7066107	-0.4272316	0.5640694
12:37:02.633	LOCATION	user_Dacojyli	plastic	ORIGIN(x,y,z):	-0.5451242	0.07045884	0.7301533	Direction(x,y,z):	0.7837466	-0.3988655	0.4760753
12:37:02.971	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-0.5412525	0.06270631	0.7281361	Direction(x,y,z):	0.6482088	-0.47786	0.5928534
12:37:03.785	LOCATION	user_Dacojyli	plastic	ORIGIN(x,y,z):	-0.5388404	0.06421998	0.7190044	Direction(x,y,z):	0.8158273	-0.4001989	0.4174528
12:37:04.185	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-0.5381152	0.06560678	0.7161769	Direction(x,y,z):	0.842388	-0.390215	0.3716379
12:37:04.583	LOCATION	user_Dacojyli	metal	ORIGIN(x,y,z):	-0.5496647	0.07991724	0.706226	Direction(x,y,z):	0.9026429	-0.3777831	-0.2061933
12:37:05.282	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-0.549378	0.08145978	0.7079973	Direction(x,y,z):	0.8544369	-0.4025682	-0.3284456
12:37:07.953	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-0.7536186	0.1000568	0.7643617	Direction(x,y,z):	0.04386516	-0.1180827	-0.9920344
12:37:10.602	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-0.863348	0.09882241	0.8661978	Direction(x,y,z):	0.8663567	-0.3361365	-0.3693756
12:37:10.723	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-0.8635893	0.09298529	0.8594525	Direction(x,y,z):	0.8132981	-0.4035631	-0.4191455
12:37:11.280	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-0.9112238	0.0382718	0.7845377	Direction(x,y,z):	0.1564124	-0.6987377	-0.6980692
12:37:11.442	LOCATION	user_Dacojyli	glass	ORIGIN(x,y,z):	-0.9351292	0.02651731	0.7725607	Direction(x,y,z):	0.01403279	-0.7770424	-0.6292919
12:37:12.835	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-0.9673942	0.01020201	0.7497178	Direction(x,y,z):	-0.08579104	-0.7972484	-0.597524
12:37:12.939	LOCATION	user_Dacojyli	metal	ORIGIN(x,y,z):	-0.9876617	0.01241203	0.7480525	Direction(x,y,z):	-0.3765172	-0.7196088	-0.5834363
12:37:13.691	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-1.022981	-0.01329628	0.735137	Direction(x,y,z):	-0.1739227	-0.8790779	-0.4438162
12:37:13.912	LOCATION	user_Wezhaelili	rotation_parent	ORIGIN(x,y,z):	0.002671665	-0.04976815	0.02420104	Direction(x,y,z):	0.3978543	-0.4384439	0.8059025
12:37:14.190	LOCATION	user_Dacojyli	glass	ORIGIN(x,y,z):	-0.9179267	-0.005378456	0.7555173	Direction(x,y,z):	0.00300343	-0.8393487	-0.5435851
12:37:14.527	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-0.8936918	0.003019538	0.7924476	Direction(x,y,z):	0.2068599	-0.8475936	-0.4886657
12:37:14.689	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-0.8846983	0.01017524	0.8298616	Direction(x,y,z):	0.3678733	-0.8714736	-0.3243501
12:37:15.049	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-0.9217426	0.0205906	0.9056991	Direction(x,y,z):	0.4032859	-0.8816379	0.2451022
12:37:15.148	LOCATION	user_Dacojyli	paper	ORIGIN(x,y,z):	-1.005718	0.0213364	0.9550033	Direction(x,y,z):	0.05344984	-0.6914496	0.7204447
12:37:15.308	LOCATION	user_Wezhaelili	wall 4	ORIGIN(x,y,z):	0.002671665	-0.04976815	0.02420104	Direction(x,y,z):	0.3978543	-0.4384439	0.8059025
12:37:15.764	LOCATION	user_Dacojyli	plastic	ORIGIN(x,y,z):	-1.148197	0.01808906	1.055244	Direction(x,y,z):	-0.2373423	-0.7011064	0.6723975
12:37:16.743	LOCATION	user_Dacojyli	paper	ORIGIN(x,y,z):	-1.213351	0.0005759769	1.231624	Direction(x,y,z):	0.308134	-0.7552627	0.5784734
12:37:18.877	LOCATION	user_Dacojyli	floor	ORIGIN(x,y,z):	-1.154795	0.01134816	1.131126	Direction(x,y,z):	0.3997154	-0.7033946	0.5877616
12:37:19.554	LOCATION	user_Dacojyli	wall 4	ORIGIN(x,y,z):	-1.131821	0.02918168	1.10749	Direction(x,y,z):	0.5379811	-0.6722376	0.508599
12:37:19.852	LOCATION	user_Dacojyli	rotation_parent	ORIGIN(x,y,z):	-1.044245	0.1057109	0.9269751	Direction(x,y,z):	0.993356	0.0265864	-0.1119689
12:37:19.873	LOCATION	user_Wezhaelili	rotation_parent	ORIGIN(x,y,z):	0.002671665	-0.04976815	0.02420104	Direction(x,y,z):	0.3978543	-0.4384439	0.8059025
12:37:20.312	LOCATION	user_Wezhaelili	wall 4	ORIGIN(x,y,z):	0.002671665	-0.04976815	0.02420104	Direction(x,y,z):	0.3978543	-0.4384439	0.8059025
12:37:20.332	LOCATION	user_Wezhaelili	rotation_parent	ORIGIN(x,y,z):	0.002671665	-0.04976815	0.02420104	Direction(x,y,z):	0.3978543	-0.4384439	0.8059025
12:37:20.353	LOCATION	user_Wezhaelili	wall 4	ORIGIN(x,y,z):	0.002671665	-0.04976815	0.02420104	Direction(x,y,z):	0.3978543	-0.4384439	0.8059025
12:37:21.764	LOCATION	user_Dacojyli	plastic	ORIGIN(x,y,z):	-0.8674534	0.07508066	0.9279827	Direction(x,y,z):	0.8496122	-0.3693437	0.3764896
12:37:22.361	LOCATION	user_Dacojyli	rotation_parent	ORIGIN(x,y,z):	-0.8223136	0.09679994	0.9188158	Direction(x,y,z):	0.9724869	0.005759799	-0.2328866
12:37:22.903	LOCATION	user_Wezhaelili	rotation_parent	ORIGIN(x,y,z):	0.3128251	-0.005063097	0.3399995	Direction(x,y,z):	-0.194696	-0.5429609	0.8168763
