53:49.2,LOCATION,user_Sywaepewy,rotation_parent,"ORIGIN(x,y,z):",0.01008222,-0.01693911,0.02271261,"Direction(x,y,z):",0.444647,-0.4156802,0.7934097
53:49.5,LOCATION,user_Sywaepewy,paper,"ORIGIN(x,y,z):",0.01008222,-0.01693911,0.02271261,"Direction(x,y,z):",0.444647,-0.4156802,0.7934097
53:52.9,LOCATION,user_Sywaepewy,wall 4,"ORIGIN(x,y,z):",-0.09123765,-0.01261241,0.1061656,"Direction(x,y,z):",0.4918059,-0.4276015,0.7584748
54:01.2,LOCATION,user_Sywaepewy,metal,"ORIGIN(x,y,z):",-1.22917,0.03807249,1.110955,"Direction(x,y,z):",0.8864878,-0.3105865,-0.3430386
54:01.5,LOCATION,user_Sywaepewy,wall 4,"ORIGIN(x,y,z):",-1.230355,0.04139598,1.109901,"Direction(x,y,z):",0.8850991,-0.3168546,-0.3408853
54:02.7,LOCATION,user_Sywaepewy,metal,"ORIGIN(x,y,z):",-1.214885,0.04106426,1.104901,"Direction(x,y,z):",0.90771,-0.3132057,-0.2792217
54:02.8,LOCATION,user_Sywaepewy,wall 4,"ORIGIN(x,y,z):",-1.215108,0.04064015,1.105951,"Direction(x,y,z):",0.910662,-0.3278183,-0.2514557
54:03.4,LOCATION,user_Sywaepewy,paper,"ORIGIN(x,y,z):",-1.252932,-0.03237249,1.249969,"Direction(x,y,z):",0.2319927,-0.8007434,0.5522584
54:03.7,LOCATION,user_Sywaepewy,floor,"ORIGIN(x,y,z):",-1.263279,-0.03494331,1.262319,"Direction(x,y,z):",0.1927199,-0.8042707,0.5621456
54:03.8,LOCATION,user_Sywaepewy,plastic,"ORIGIN(x,y,z):",-1.311839,-0.0452099,1.297372,"Direction(x,y,z):",-0.1163844,-0.8196438,0.5609267
54:04.3,LOCATION,user_Sywaepewy,paper,"ORIGIN(x,y,z):",-1.295422,-0.04023136,1.250781,"Direction(x,y,z):",0.4450233,-0.7380807,0.5071402
54:05.1,LOCATION,user_Sywaepewy,floor,"ORIGIN(x,y,z):",-1.264256,-0.03151894,1.203796,"Direction(x,y,z):",0.5018314,-0.7747867,0.3845396
54:05.5,LOCATION,user_Sywaepewy,glass,"ORIGIN(x,y,z):",-1.244269,-0.02481945,0.9359661,"Direction(x,y,z):",0.2091256,-0.7320868,-0.6483174
54:05.6,LOCATION,user_Sywaepewy,floor,"ORIGIN(x,y,z):",-1.245541,-0.02528799,0.934763,"Direction(x,y,z):",0.1515633,-0.7404618,-0.6547862
