18:02.0,LOCATION,user_Taegekymy,rotation_parent,"ORIGIN(x,y,z):",-0.01555116,-0.01214918,-0.01543577,"Direction(x,y,z):",-0.121385,-0.1941266,0.9734375
18:03.9,LOCATION,user_Taegekymy,wall 4,"ORIGIN(x,y,z):",-0.01555116,-0.01214918,-0.01543577,"Direction(x,y,z):",-0.121385,-0.1941266,0.9734375
18:26.8,LOCATION,user_Taegekymy,glass,"ORIGIN(x,y,z):",-0.6314359,0.1138572,0.8997321,"Direction(x,y,z):",0.7997711,-0.4554532,-0.391061
18:27.0,LOCATION,user_Taegekymy,wall 4,"ORIGIN(x,y,z):",-0.6300564,0.1117238,0.8998501,"Direction(x,y,z):",0.7997605,-0.4682412,-0.3756774
18:28.7,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.6324719,0.09527061,0.9947811,"Direction(x,y,z):",0.7595325,-0.3786408,0.5289061
18:30.5,LOCATION,user_Saezhaerijy,Trash,"ORIGIN(x,y,z):",-0.01915443,-0.002001127,-0.01959952,"Direction(x,y,z):",0.01267259,-0.1571739,0.9874896
18:30.8,LOCATION,user_Taegekymy,rotation_parent,"ORIGIN(x,y,z):",-0.6345866,0.131216,0.9059546,"Direction(x,y,z):",0.8580374,-0.1278278,-0.4974254
18:32.3,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.6764871,0.110547,0.9591663,"Direction(x,y,z):",0.7130892,-0.380572,-0.5887858
18:33.4,LOCATION,user_Taegekymy,wall 4,"ORIGIN(x,y,z):",-0.693477,0.0828451,1.058275,"Direction(x,y,z):",0.8329626,-0.5296641,-0.1600915
18:33.7,LOCATION,user_Taegekymy,metal,"ORIGIN(x,y,z):",-0.6918177,0.08463874,1.067725,"Direction(x,y,z):",0.8578122,-0.3489665,-0.3773334
18:34.2,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.6899758,0.08709142,1.066892,"Direction(x,y,z):",0.867963,-0.3423802,-0.3597444
18:52.7,LOCATION,user_Taegekymy,metal,"ORIGIN(x,y,z):",-0.6667386,0.1015021,0.7522956,"Direction(x,y,z):",0.888543,-0.3659858,-0.2766694
18:54.5,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.6182549,0.1121576,0.9111542,"Direction(x,y,z):",0.6946056,-0.3837225,-0.6085064
19:09.0,LOCATION,user_Taegekymy,wall 4,"ORIGIN(x,y,z):",-0.6407812,0.1082579,0.9584709,"Direction(x,y,z):",0.7740989,-0.4948017,0.3948951
19:09.4,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.6387246,0.1090812,0.9600977,"Direction(x,y,z):",0.820858,-0.4676329,0.3278898
19:11.9,LOCATION,user_Taegekymy,wall 4,"ORIGIN(x,y,z):",-0.7204572,0.1138101,0.975418,"Direction(x,y,z):",0.8743621,-0.4783693,0.08157025
19:12.0,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.7203252,0.1139798,0.9754546,"Direction(x,y,z):",0.8759869,-0.4756669,0.0799256
19:23.5,LOCATION,user_Taegekymy,rotation_parent,"ORIGIN(x,y,z):",-0.6742359,0.0975752,0.7709331,"Direction(x,y,z):",0.914297,-0.1831642,-0.3612641
19:28.7,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.6733209,0.09328333,0.7606387,"Direction(x,y,z):",0.8543564,-0.3615232,-0.3733312
19:29.1,LOCATION,user_Taegekymy,metal,"ORIGIN(x,y,z):",-0.67102,0.09156325,0.7637805,"Direction(x,y,z):",0.8664192,-0.3894554,-0.3124774
19:29.1,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.6639798,0.0877778,0.7817907,"Direction(x,y,z):",0.8855041,-0.453072,-0.1029968
19:36.8,LOCATION,user_Jybiquva,Trash,"ORIGIN(x,y,z):",-0.152513,-0.01451974,-0.05637725,"Direction(x,y,z):",0.03173139,-0.1470951,0.9886132
19:37.2,LOCATION,user_Taegekymy,rotation_parent,"ORIGIN(x,y,z):",-0.7201688,0.0991314,0.7754866,"Direction(x,y,z):",0.8967823,-0.1219837,-0.4253252
19:38.4,LOCATION,user_Jybiquva,rotation_parent,"ORIGIN(x,y,z):",-0.1501774,-0.01238741,-0.05511615,"Direction(x,y,z):",0.0265405,-0.1496193,0.9883874
19:39.0,LOCATION,user_Jybiquva,Trash,"ORIGIN(x,y,z):",-0.1501774,-0.01238741,-0.05511615,"Direction(x,y,z):",0.0265405,-0.1496193,0.9883874
19:40.2,LOCATION,user_Jybiquva,rotation_parent,"ORIGIN(x,y,z):",-0.1501774,-0.01238741,-0.05511615,"Direction(x,y,z):",0.0265405,-0.1496193,0.9883874
19:40.4,LOCATION,user_Jybiquva,Trash,"ORIGIN(x,y,z):",-0.1501774,-0.01238741,-0.05511615,"Direction(x,y,z):",0.0265405,-0.1496193,0.9883874
19:43.5,LOCATION,user_Jybiquva,wall 4,"ORIGIN(x,y,z):",0.01373078,-0.01532849,0.1347296,"Direction(x,y,z):",-0.1755485,-0.180546,0.9677736
19:43.6,LOCATION,user_Jybiquva,rotation_parent,"ORIGIN(x,y,z):",0.7398934,-0.0213706,1.002756,"Direction(x,y,z):",-0.9720427,-0.1681639,-0.163872
19:51.8,SceneChange,Always on pressed...,,,,,,,,,
20:10.3,SceneChange,Always on pressed...,,,,,,,,,
20:19.0,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.6886498,0.1133097,0.8928485,"Direction(x,y,z):",0.9114175,-0.3687438,0.1826094
20:19.1,LOCATION,user_Taegekymy,plastic,"ORIGIN(x,y,z):",-0.6983928,0.1140425,0.9022563,"Direction(x,y,z):",0.8785244,-0.370151,0.3019654
20:21.5,LOCATION,user_Taegekymy,Trash,"ORIGIN(x,y,z):",-0.7776241,0.1221117,0.9507288,"Direction(x,y,z):",0.1957486,-0.2329489,0.9525846
20:21.6,LOCATION,user_Taegekymy,wall 4,"ORIGIN(x,y,z):",-0.7744333,0.1209776,0.9440982,"Direction(x,y,z):",0.2621108,-0.2713654,0.9260986
20:28.8,LOCATION,user_Jybiquva,plastic,"ORIGIN(x,y,z):",0.9110523,-0.02735889,1.053245,"Direction(x,y,z):",-0.9241861,-0.3081326,0.2256861
20:29.7,LOCATION,user_Jybiquva,floor,"ORIGIN(x,y,z):",0.9027922,-0.02586227,1.057041,"Direction(x,y,z):",-0.8739599,-0.305712,0.3778017
20:34.3,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.7650334,0.1022059,0.8649153,"Direction(x,y,z):",0.9047431,-0.4218428,-0.05906546
20:34.7,LOCATION,user_Taegekymy,wall 4,"ORIGIN(x,y,z):",-0.76748,0.1006133,0.8577945,"Direction(x,y,z):",0.8766912,-0.4758278,-0.07071301
20:35.1,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.7617199,0.08241954,0.8118039,"Direction(x,y,z):",0.1490784,-0.784475,-0.6019757
20:35.2,LOCATION,user_Taegekymy,wall 4,"ORIGIN(x,y,z):",-0.7622259,0.08267062,0.8114091,"Direction(x,y,z):",0.152752,-0.7745116,-0.6138391
20:36.3,LOCATION,user_Taegekymy,rotation_parent,"ORIGIN(x,y,z):",-0.7827864,0.1029072,0.839951,"Direction(x,y,z):",0.9495789,-0.3081831,-0.05764474
20:36.3,LOCATION,user_Jybiquva,rotation_parent,"ORIGIN(x,y,z):",0.9093133,-0.02303003,1.034827,"Direction(x,y,z):",-0.9841536,-0.1628027,0.07026231
20:38.4,LOCATION,user_Jybiquva,metal,"ORIGIN(x,y,z):",0.9225783,-0.03184408,1.015879,"Direction(x,y,z):",-0.9118781,-0.2981655,-0.2820916
20:38.6,LOCATION,user_Jybiquva,wall 4,"ORIGIN(x,y,z):",0.9223396,-0.03303134,1.016015,"Direction(x,y,z):",-0.8624731,-0.3743347,-0.340608
20:39.7,LOCATION,user_Taegekymy,glass,"ORIGIN(x,y,z):",-0.9456409,0.02244944,0.6333477,"Direction(x,y,z):",0.08062054,-0.9343641,-0.3470791
20:40.1,LOCATION,user_Jybiquva,plastic,"ORIGIN(x,y,z):",0.9463434,-0.0310852,0.9224068,"Direction(x,y,z):",0.2310426,-0.6956175,0.6802467
20:40.4,LOCATION,user_Jybiquva,floor,"ORIGIN(x,y,z):",0.9451051,-0.03094694,0.923299,"Direction(x,y,z):",0.220397,-0.6990033,0.6803084
20:40.9,LOCATION,user_Jybiquva,paper,"ORIGIN(x,y,z):",0.9378256,-0.02957921,0.9263549,"Direction(x,y,z):",0.09414974,-0.7122259,0.6956077
20:40.9,LOCATION,user_Taegekymy,floor,"ORIGIN(x,y,z):",-0.9583556,0.03887877,0.6339166,"Direction(x,y,z):",0.3043185,-0.9108214,-0.278917
20:40.9,LOCATION,user_Taegekymy,rotation_parent,"ORIGIN(x,y,z):",-0.9828953,0.1084013,0.7595901,"Direction(x,y,z):",0.9572692,-0.09226385,0.2740858
20:41.0,LOCATION,user_Jybiquva,plastic,"ORIGIN(x,y,z):",0.8880103,-0.02278221,0.9586186,"Direction(x,y,z):",-0.9087151,-0.2934834,0.2968237
20:41.2,LOCATION,user_Jybiquva,wall 4,"ORIGIN(x,y,z):",0.890683,-0.02775346,0.9806188,"Direction(x,y,z):",-0.8663878,-0.3550216,0.3511863
